trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
556,False,"{'a': 0.99, 'e': 0.0037425550418151415}",20,12,17.22274043150503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.99, 'e': 0.0037051294913969897}",20,12,17.42471136995256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.99, 'e': 0.00366807819648302}",30,14,33.29459829652958,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.99, 'e': 0.0036313974145181895}",25,15,22.561771304958132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.99, 'e': 0.003595083440373008}",20,9,22.418599421157708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.99, 'e': 0.003559132605969278}",30,19,20.4986953361065,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.99, 'e': 0.003523541279909585}",20,2,31.51704214334429,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.99, 'e': 0.003488305867110489}",25,3,38.82593553614805,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.99, 'e': 0.003453422808439384}",20,11,17.93259580707748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.99, 'e': 0.0034188885803549903}",20,9,8.426907321945237,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.99, 'e': 0.0033846996945514404}",20,12,13.952098760109644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.99, 'e': 0.003350852697605926}",30,19,23.151247191149277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.99, 'e': 0.0033173441706298664}",25,13,26.658186711709874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.99, 'e': 0.0032841707289235677}",20,13,13.133104619574322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.99, 'e': 0.003251329021634332}",30,20,15.913725410449707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.99, 'e': 0.0032188157314179885}",20,15,10.074101736702303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.99, 'e': 0.003186627574103809}",25,14,23.194299177168812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.99, 'e': 0.0031547612983627705}",25,15,19.31167608406926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.99, 'e': 0.003123213685379143}",25,14,21.683007810614377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.99, 'e': 0.0030919815485253516}",20,10,17.313358516645028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.99, 'e': 0.003061061733040098}",25,16,17.16760788901501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.99, 'e': 0.003030451115709697}",20,10,17.683791476803748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.99, 'e': 0.0030001466045526}",25,13,22.62443674751151,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.99, 'e': 0.002970145138507074}",25,11,27.22025258571563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.99, 'e': 0.002940443687122003}",25,8,28.511416399160332,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.99, 'e': 0.002911039250250783}",20,6,22.136795964237596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.99, 'e': 0.0028819288577482754}",20,8,15.607318757407349,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.99, 'e': 0.0028531095691707925}",20,13,15.245200752235462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.99, 'e': 0.0028245784734790844}",20,15,7.394055305748073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.99, 'e': 0.0027963326887442937}",20,6,28.977426205093856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.99, 'e': 0.0027683693618568506}",20,11,17.646535224185147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.99, 'e': 0.002740685668238282}",30,22,15.679290908412066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.99, 'e': 0.0027132788115558993}",20,10,22.710265597055926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.99, 'e': 0.0026861460234403403}",20,13,10.19079430156292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.99, 'e': 0.002659284563205937}",20,10,22.756940899133728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.99, 'e': 0.0026326917175738774}",30,13,28.02630624277832,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.99, 'e': 0.0026063648003981387}",25,7,33.70357222422015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.99, 'e': 0.0025803011523941573}",35,26,14.3721784994527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.99, 'e': 0.0025544981408702158}",25,16,16.990702727237828,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.99, 'e': 0.0025289531594615135}",25,0,42.30968694454914,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
596,False,"{'a': 0.99, 'e': 0.0025036636278668984}",30,14,28.30446476138254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.99, 'e': 0.0024786269915882293}",30,9,42.48266471081717,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.99, 'e': 0.002453840721672347}",30,21,15.5438100080862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.99, 'e': 0.0024293023144556234}",20,10,16.05379827801103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.99, 'e': 0.0024050092913110673}",30,15,29.40372913989173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.99, 'e': 0.0023809591983979567}",20,14,12.779600186676698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.99, 'e': 0.002357149606413977}",25,11,27.145636264447493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.99, 'e': 0.002333578110349837}",20,13,12.660855313990576,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.99, 'e': 0.0023102423292463386}",20,12,16.88871283388029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.99, 'e': 0.0022871399059538754}",30,9,35.70673215122571,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.99, 'e': 0.0022642685068943367}",20,15,10.074651569522953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.99, 'e': 0.002241625821825393}",25,19,10.911525970009905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.99, 'e': 0.0022192095636071395}",20,11,16.949053990773624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.99, 'e': 0.002197017467971068}",30,17,24.47892860674287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.99, 'e': 0.002175047293291357}",25,20,10.38342694965121,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.99, 'e': 0.002153296820358444}",25,15,16.13002909833112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.99, 'e': 0.0021317638521548593}",20,10,18.04911997986898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.99, 'e': 0.0021104462136333105}",20,2,32.885835286040134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.99, 'e': 0.0020893417514969773}",20,10,20.474874547576345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.99, 'e': 0.0020684483339820075}",30,19,20.896143572584027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.99, 'e': 0.0020477638506421875}",30,5,37.932200725615,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.99, 'e': 0.0020272862121357657}",20,10,8.733559578058973,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.99, 'e': 0.002007013350014408}",25,18,12.911779407031247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.99, 'e': 0.0019869432165142637}",25,16,16.07900671270903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.99, 'e': 0.001967073784349121}",25,6,31.924954254719154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.99, 'e': 0.00194740304650563}",20,10,18.498690066900615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.99, 'e': 0.0019279290160405737}",20,6,22.620713123658465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.99, 'e': 0.001908649725880168}",25,11,26.33665977135178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.99, 'e': 0.0018895632286213661}",30,18,25.396273172891487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.99, 'e': 0.0018706675963351526}",20,10,19.5138097419117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.99, 'e': 0.001851960920371801}",30,22,14.113347760510345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.99, 'e': 0.001833441311168083}",20,6,25.946820414659612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.99, 'e': 0.0018151068980564022}",20,12,15.628306648484415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.99, 'e': 0.001796955829075838}",25,5,34.11085724037566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.99, 'e': 0.0017789862707850797}",20,12,15.185021704589786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.99, 'e': 0.001761196408077229}",20,14,13.965597433253038,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.99, 'e': 0.0017435844439964566}",25,11,24.560280655427324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.99, 'e': 0.001726148599556492}",20,15,8.953977919358381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.99, 'e': 0.001708887113560927}",25,13,23.697165680555344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.99, 'e': 0.0016917982424253177}",30,23,12.949321423226445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.99, 'e': 0.0016748802600010646}",20,8,24.75245534731963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.99, 'e': 0.0016581314574010539}",20,2,29.808117224571355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.99, 'e': 0.0016415501428270432}",25,13,20.258851306639492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.99, 'e': 0.001625134641398773}",25,13,23.22472874397055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.99, 'e': 0.001608883294984785}",25,11,24.858375917184592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.99, 'e': 0.0015927944620349372}",30,12,33.16629365732975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.99, 'e': 0.0015768665174145879}",30,16,25.670070252017638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.99, 'e': 0.001561097852240442}",20,6,28.432654697917286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.99, 'e': 0.0015454868737180376}",25,13,20.99888313295764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.99, 'e': 0.001530032004980857}",20,8,20.202337160781262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.99, 'e': 0.0015147316849310486}",20,4,28.435733345148314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.99, 'e': 0.001499584368081738}",30,19,23.18967217378521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.99, 'e': 0.0014845885244009207}",20,11,15.436016975125149,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.99, 'e': 0.0014697426391569114}",20,13,14.552929712978738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.99, 'e': 0.0014550452127653423}",25,18,14.101988456447238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.99, 'e': 0.001440494760637689}",25,7,33.116615688831935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.99, 'e': 0.001426089813031312}",30,12,35.88842454968323,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.99, 'e': 0.0014118289149009989}",20,9,20.186170164758416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.99, 'e': 0.001397710625751989}",20,16,8.392801721846105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.99, 'e': 0.001383733519494469}",20,16,7.306520541094962,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.99, 'e': 0.0013698961842995242}",30,14,29.396449883169165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.99, 'e': 0.001356197222456529}",20,0,34.06687454755912,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.99, 'e': 0.0013426352502319636}",20,8,23.19202040624912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.99, 'e': 0.001329208897729644}",20,9,21.769426536900156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.99, 'e': 0.0013159168087523475}",25,0,43.53017674442344,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.99, 'e': 0.0013027576406648242}",20,13,12.239905231068366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.99, 'e': 0.0012897300642581758}",25,0,37.341969558669305,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.99, 'e': 0.001276832763615594}",35,16,39.17210916581019,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.99, 'e': 0.0012640644359794382}",30,13,35.95405889331963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.99, 'e': 0.0012514237916196437}",20,13,10.932797657542718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.99, 'e': 0.0012389095537034473}",25,19,12.450376068500969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.99, 'e': 0.0012265204581664128}",25,13,20.101125058170144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.99, 'e': 0.0012142552535847487}",25,5,27.814538453746383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.99, 'e': 0.0012021127010489012}",30,14,34.983522038552216,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.99, 'e': 0.0011900915740384122}",20,12,15.171414378117237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.99, 'e': 0.001178190658298028}",20,8,23.678126366090257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.99, 'e': 0.0011664087517150477}",30,18,24.836587896186614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.99, 'e': 0.0011547446641978973}",30,21,16.219854729977513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.99, 'e': 0.0011431972175559183}",25,5,37.06264091612662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.99, 'e': 0.0011317652453803591}",20,13,12.55129052838734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.99, 'e': 0.0011204475929265554}",25,10,23.994631785371645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.99, 'e': 0.0011092431169972899}",25,7,34.23148369700506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.99, 'e': 0.001098150685827317}",20,14,11.39301648944437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.99, 'e': 0.0010871691789690438}",25,11,23.70642781696193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.99, 'e': 0.0010762974871793534}",20,3,23.746070086324803,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.99, 'e': 0.0010655345123075598}",30,8,42.309082169881485,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.99, 'e': 0.0010548791671844842}",25,15,19.06866635818428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.99, 'e': 0.0010443303755126394}",30,18,21.734962857592844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.99, 'e': 0.001033887071757513}",25,10,26.740617944908834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.99, 'e': 0.0010235482010399377}",25,8,27.537909879492187,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.99, 'e': 0.0010133127190295385}",20,16,8.953019560391244,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.99, 'e': 0.001003179591839243}",25,14,19.83945595186284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.99, 'e': 0.0009931477959208507}",30,13,33.872586016109096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,28.784429121577872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,24.612443776532587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,8,27.000216350672392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,19,21.996723547563583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,16,7.7252133099666835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,17,26.44629728289781,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,16,15.193815489181581,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,15,26.631207505598045,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,22,16.567053214491434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,19.110365626425107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
